taps,stopband_weight,coeff_fraction_bits,total_bits,float_pb_ripple_db,float_sb_peak_db,float_ok,quant_pb_ripple_db,quant_sb_peak_db,quant_ok,cost
121,80,23,24,1.717946,-58.125758,0,1.717952,-58.129240,0,2904
121,80,25,26,1.717946,-58.125758,0,1.717946,-58.125931,0,3146
121,80,27,28,1.717946,-58.125758,0,1.717946,-58.125756,0,3388
121,80,31,32,1.717946,-58.125758,0,1.717947,-58.125760,0,3872
121,160,15,16,2.301001,-61.673015,0,2.299918,-59.600799,0,1936
121,160,17,18,2.301001,-61.673015,0,2.300850,-61.252962,0,2178
121,160,19,20,2.301001,-61.673015,0,2.300937,-61.515775,0,2420
121,160,21,22,2.301001,-61.673015,0,2.300958,-61.635029,0,2662
121,160,23,24,2.301001,-61.673015,0,2.301001,-61.665165,0,2904
121,160,25,26,2.301001,-61.673015,0,2.301003,-61.670947,0,3146
121,160,27,28,2.301001,-61.673015,0,2.301001,-61.673180,0,3388
121,160,31,32,2.301001,-61.673015,0,2.301001,-61.673020,0,3872
122,1,15,16,0.232327,-37.457381,0,0.235642,-37.330206,0,1952
122,1,17,18,0.232327,-37.457381,0,0.232362,-37.434407,0,2196
122,1,19,20,0.232327,-37.457381,0,0.232334,-37.453808,0,2440
122,1,21,22,0.232327,-37.457381,0,0.232319,-37.456994,0,2684
122,1,23,24,0.232327,-37.457381,0,0.232320,-37.457126,0,2928
122,1,25,26,0.232327,-37.457381,0,0.232326,-37.457429,0,3172
122,1,27,28,0.232327,-37.457381,0,0.232328,-37.457377,0,3416
122,1,31,32,0.232327,-37.457381,0,0.232327,-37.457380,0,3904
122,2,15,16,0.318896,-40.717983,0,0.320397,-40.535738,0,1952
122,2,17,18,0.318896,-40.717983,0,0.319035,-40.703368,0,2196
122,2,19,20,0.318896,-40.717983,0,0.318792,-40.715540,0,2440
122,2,21,22,0.318896,-40.717983,0,0.318890,-40.718156,0,2684
122,2,23,24,0.318896,-40.717983,0,0.318899,-40.717917,0,2928
122,2,25,26,0.318896,-40.717983,0,0.318894,-40.717909,0,3172
122,2,27,28,0.318896,-40.717983,0,0.318896,-40.717989,0,3416
122,2,31,32,0.318896,-40.717983,0,0.318896,-40.717981,0,3904
122,5,15,16,0.485184,-45.042900,0,0.487565,-44.735962,0,1952
122,5,17,18,0.485184,-45.042900,0,0.485275,-45.001229,0,2196
122,5,19,20,0.485184,-45.042900,0,0.485112,-45.036611,0,2440
122,5,21,22,0.485184,-45.042900,0,0.485216,-45.043295,0,2684
122,5,23,24,0.485184,-45.042900,0,0.485190,-45.042637,0,2928
122,5,25,26,0.485184,-45.042900,0,0.485183,-45.043140,0,3172
122,5,27,28,0.485184,-45.042900,0,0.485184,-45.042903,0,3416
122,5,31,32,0.485184,-45.042900,0,0.485184,-45.042894,0,3904
122,10,15,16,0.701363,-47.869977,0,0.702054,-47.450934,0,1952
122,10,17,18,0.701363,-47.869977,0,0.701087,-47.760381,0,2196
122,10,19,20,0.701363,-47.869977,0,0.701468,-47.855113,0,2440
122,10,21,22,0.701363,-47.869977,0,0.701348,-47.869550,0,2684
122,10,23,24,0.701363,-47.869977,0,0.701364,-47.870220,0,2928
122,10,25,26,0.701363,-47.869977,0,0.701363,-47.869770,0,3172
122,10,27,28,0.701363,-47.869977,0,0.701363,-47.870020,0,3416
122,10,31,32,0.701363,-47.869977,0,0.701363,-47.869977,0,3904
122,20,15,16,0.951842,-51.191698,0,0.952840,-50.718500,0,1952
122,20,17,18,0.951842,-51.191698,0,0.952063,-51.149856,0,2196
122,20,19,20,0.951842,-51.191698,0,0.951917,-51.188403,0,2440
122,20,21,22,0.951842,-51.191698,0,0.951854,-51.196091,0,2684
122,20,23,24,0.951842,-51.191698,0,0.951849,-51.191050,0,2928
122,20,25,26,0.951842,-51.191698,0,0.951841,-51.191628,0,3172
122,20,27,28,0.951842,-51.191698,0,0.951842,-51.191815,0,3416
122,20,31,32,0.951842,-51.191698,0,0.951842,-51.191699,0,3904
122,40,15,16,1.216167,-55.066576,0,1.218095,-53.909252,0,1952
122,40,17,18,1.216167,-55.066576,0,1.216456,-54.773870,0,2196
122,40,19,20,1.216167,-55.066576,0,1.216159,-55.038085,0,2440
122,40,21,22,1.216167,-55.066576,0,1.216147,-55.060337,0,2684
122,40,23,24,1.216167,-55.066576,0,1.216175,-55.066489,0,2928
122,40,25,26,1.216167,-55.066576,0,1.216166,-55.067020,0,3172
122,40,27,28,1.216167,-55.066576,0,1.216167,-55.066559,0,3416
122,40,31,32,1.216167,-55.066576,0,1.216167,-55.066588,0,3904
122,80,15,16,1.640393,-58.568617,0,1.640256,-57.403797,0,1952
122,80,17,18,1.640393,-58.568617,0,1.640151,-58.081420,0,2196
122,80,19,20,1.640393,-58.568617,0,1.640385,-58.462846,0,2440
122,80,21,22,1.640393,-58.568617,0,1.640363,-58.554528,0,2684
122,80,23,24,1.640393,-58.568617,0,1.640400,-58.569499,0,2928
122,80,25,26,1.640393,-58.568617,0,1.640394,-58.568581,0,3172
122,80,27,28,1.640393,-58.568617,0,1.640393,-58.568657,0,3416
122,80,31,32,1.640393,-58.568617,0,1.640393,-58.568612,0,3904
122,160,15,16,2.239009,-61.907271,0,2.241206,-60.003781,0,1952
122,160,17,18,2.239009,-61.907271,0,2.239017,-61.315395,0,2196
122,160,19,20,2.239009,-61.907271,0,2.238973,-61.822337,0,2440
122,160,21,22,2.239009,-61.907271,0,2.238980,-61.875410,0,2684
122,160,23,24,2.239009,-61.907271,0,2.239010,-61.903771,0,2928
122,160,25,26,2.239009,-61.907271,0,2.239009,-61.905953,0,3172
122,160,27,28,2.239009,-61.907271,0,2.239008,-61.907107,0,3416
122,160,31,32,2.239009,-61.907271,0,2.239009,-61.907274,0,3904
123,1,15,16,0.225435,-37.727264,0,0.225890,-37.594285,0,1968
123,1,17,18,0.225435,-37.727264,0,0.225658,-37.707082,0,2214
123,1,19,20,0.225435,-37.727264,0,0.225561,-37.723250,0,2460
123,1,21,22,0.225435,-37.727264,0,0.225433,-37.725938,0,2706
123,1,23,24,0.225435,-37.727264,0,0.225435,-37.726872,0,2952
123,1,25,26,0.225435,-37.727264,0,0.225434,-37.727278,0,3198
123,1,27,28,0.225435,-37.727264,0,0.225435,-37.727260,0,3444
123,1,31,32,0.225435,-37.727264,0,0.225435,-37.727264,0,3936
123,2,15,16,0.316549,-40.796989,0,0.318943,-40.664301,0,1968
123,2,17,18,0.316549,-40.796989,0,0.316644,-40.763679,0,2214
123,2,19,20,0.316549,-40.796989,0,0.316510,-40.799527,0,2460
123,2,21,22,0.316549,-40.796989,0,0.316585,-40.797849,0,2706
123,2,23,24,0.316549,-40.796989,0,0.316554,-40.796546,0,2952
123,2,25,26,0.316549,-40.796989,0,0.316549,-40.797018,0,3198
123,2,27,28,0.316549,-40.796989,0,0.316549,-40.796974,0,3444
123,2,31,32,0.316549,-40.796989,0,0.316549,-40.796990,0,3936
123,5,15,16,0.459067,-45.528696,0,0.461493,-45.196284,0,1968
123,5,17,18,0.459067,-45.528696,0,0.458660,-45.481759,0,2214
123,5,19,20,0.459067,-45.528696,0,0.458984,-45.520759,0,2460
123,5,21,22,0.459067,-45.528696,0,0.459048,-45.526254,0,2706
123,5,23,24,0.459067,-45.528696,0,0.459070,-45.527098,0,2952
123,5,25,26,0.459067,-45.528696,0,0.459067,-45.528541,0,3198
123,5,27,28,0.459067,-45.528696,0,0.459067,-45.528710,0,3444
123,5,31,32,0.459067,-45.528696,0,0.459067,-45.528695,0,3936
123,10,15,16,0.672987,-48.235126,0,0.672991,-47.767479,0,1968
123,10,17,18,0.672987,-48.235126,0,0.673161,-48.108771,0,2214
123,10,19,20,0.672987,-48.235126,0,0.672961,-48.209987,0,2460
123,10,21,22,0.672987,-48.235126,0,0.672998,-48.236337,0,2706
123,10,23,24,0.672987,-48.235126,0,0.672987,-48.234586,0,2952
123,10,25,26,0.672987,-48.235126,0,0.672987,-48.235033,0,3198
123,10,27,28,0.672987,-48.235126,0,0.672987,-48.235113,0,3444
123,10,31,32,0.672987,-48.235126,0,0.672987,-48.235123,0,3936
123,20,15,16,0.933679,-51.360064,0,0.934373,-50.699973,0,1968
123,20,17,18,0.933679,-51.360064,0,0.933442,-51.227782,0,2214
123,20,19,20,0.933679,-51.360064,0,0.933720,-51.389064,0,2460
123,20,21,22,0.933679,-51.360064,0,0.933691,-51.364035,0,2706
123,20,23,24,0.933679,-51.360064,0,0.933679,-51.358698,0,2952
123,20,25,26,0.933679,-51.360064,0,0.933680,-51.360311,0,3198
123,20,27,28,0.933679,-51.360064,0,0.933679,-51.360023,0,3444
123,20,31,32,0.933679,-51.360064,0,0.933679,-51.360074,0,3936
123,40,15,16,1.213124,-55.041582,0,1.214346,-54.101054,0,1968
123,40,17,18,1.213124,-55.041582,0,1.213410,-54.850591,0,2214
123,40,19,20,1.213124,-55.041582,0,1.213025,-55.031785,0,2460
123,40,21,22,1.213124,-55.041582,0,1.213142,-55.049783,0,2706
123,40,23,24,1.213124,-55.041582,0,1.213126,-55.042471,0,2952
123,40,25,26,1.213124,-55.041582,0,1.213123,-55.042458,0,3198
123,40,27,28,1.213124,-55.041582,0,1.213124,-55.041529,0,3444
123,40,31,32,1.213124,-55.041582,0,1.213124,-55.041588,0,3936
123,80,15,16,1.555930,-59.022968,0,1.557077,-57.820772,0,1968
123,80,17,18,1.555930,-59.022968,0,1.556111,-58.692652,0,2214
123,80,19,20,1.555930,-59.022968,0,1.555873,-58.945647,0,2460
123,80,21,22,1.555930,-59.022968,0,1.555937,-59.013372,0,2706
123,80,23,24,1.555930,-59.022968,0,1.555928,-59.019833,0,2952
123,80,25,26,1.555930,-59.022968,0,1.555930,-59.023622,0,3198
123,80,27,28,1.555930,-59.022968,0,1.555930,-59.023143,0,3444
123,80,31,32,1.555930,-59.022968,0,1.555930,-59.022960,0,3936
123,160,15,16,2.160197,-62.219839,0,2.159496,-60.212201,0,1968
123,160,17,18,2.160197,-62.219839,0,2.160168,-61.366404,0,2214
123,160,19,20,2.160197,-62.219839,0,2.160251,-62.105913,0,2460
123,160,21,22,2.160197,-62.219839,0,2.160179,-62.203884,0,2706
123,160,23,24,2.160197,-62.219839,0,2.160191,-62.219905,0,2952
123,160,25,26,2.160197,-62.219839,0,2.160197,-62.221010,0,3198
123,160,27,28,2.160197,-62.219839,0,2.160196,-62.220281,0,3444
123,160,31,32,2.160197,-62.219839,0,2.160197,-62.219838,0,3936
124,1,15,16,0.216915,-38.077336,0,0.217935,-37.959502,0,1984
124,1,17,18,0.216915,-38.077336,0,0.217418,-38.057019,0,2232
124,1,19,20,0.216915,-38.077336,0,0.216992,-38.078062,0,2480
124,1,21,22,0.216915,-38.077336,0,0.216922,-38.077256,0,2728
124,1,23,24,0.216915,-38.077336,0,0.216917,-38.077346,0,2976
124,1,25,26,0.216915,-38.077336,0,0.216914,-38.077395,0,3224
124,1,27,28,0.216915,-38.077336,0,0.216915,-38.077306,0,3472
124,1,31,32,0.216915,-38.077336,0,0.216915,-38.077334,0,3968
124,2,15,16,0.311103,-40.932748,0,0.313429,-40.825494,0,1984
124,2,17,18,0.311103,-40.932748,0,0.311562,-40.908685,0,2232
124,2,19,20,0.311103,-40.932748,0,0.311151,-40.931045,0,2480
124,2,21,22,0.311103,-40.932748,0,0.311082,-40.934648,0,2728
124,2,23,24,0.311103,-40.932748,0,0.311105,-40.933156,0,2976
124,2,25,26,0.311103,-40.932748,0,0.311104,-40.932681,0,3224
124,2,27,28,0.311103,-40.932748,0,0.311102,-40.932708,0,3472
124,2,31,32,0.311103,-40.932748,0,0.311103,-40.932747,0,3968
124,5,15,16,0.456676,-45.577852,0,0.460208,-45.260716,0,1984
124,5,17,18,0.456676,-45.577852,0,0.456624,-45.478571,0,2232
124,5,19,20,0.456676,-45.577852,0,0.456821,-45.580363,0,2480
124,5,21,22,0.456676,-45.577852,0,0.456679,-45.575965,0,2728
124,5,23,24,0.456676,-45.577852,0,0.456680,-45.577238,0,2976
124,5,25,26,0.456676,-45.577852,0,0.456679,-45.577790,0,3224
124,5,27,28,0.456676,-45.577852,0,0.456676,-45.577760,0,3472
124,5,31,32,0.456676,-45.577852,0,0.456676,-45.577850,0,3968
124,10,15,16,0.641085,-48.651452,0,0.642218,-48.281202,0,1984
124,10,17,18,0.641085,-48.651452,0,0.641149,-48.533557,0,2232
124,10,19,20,0.641085,-48.651452,0,0.641069,-48.632781,0,2480
124,10,21,22,0.641085,-48.651452,0,0.641068,-48.648261,0,2728
124,10,23,24,0.641085,-48.651452,0,0.641094,-48.651012,0,2976
124,10,25,26,0.641085,-48.651452,0,0.641085,-48.651746,0,3224
124,10,27,28,0.641085,-48.651452,0,0.641086,-48.651453,0,3472
124,10,31,32,0.641085,-48.651452,0,0.641085,-48.651448,0,3968
124,20,15,16,0.906756,-51.577302,0,0.907294,-51.168397,0,1984
124,20,17,18,0.906756,-51.577302,0,0.907029,-51.476924,0,2232
124,20,19,20,0.906756,-51.577302,0,0.906694,-51.554934,0,2480
124,20,21,22,0.906756,-51.577302,0,0.906775,-51.576707,0,2728
124,20,23,24,0.906756,-51.577302,0,0.906766,-51.578622,0,2976
124,20,25,26,0.906756,-51.577302,0,0.906757,-51.577262,0,3224
124,20,27,28,0.906756,-51.577302,0,0.906756,-51.577295,0,3472
124,20,31,32,0.906756,-51.577302,0,0.906756,-51.577301,0,3968
124,40,15,16,1.205794,-55.108436,0,1.207865,-54.528059,0,1984
124,40,17,18,1.205794,-55.108436,0,1.206267,-54.984477,0,2232
124,40,19,20,1.205794,-55.108436,0,1.205823,-55.128010,0,2480
124,40,21,22,1.205794,-55.108436,0,1.205776,-55.104529,0,2728
124,40,23,24,1.205794,-55.108436,0,1.205788,-55.109655,0,2976
124,40,25,26,1.205794,-55.108436,0,1.205793,-55.109011,0,3224
124,40,27,28,1.205794,-55.108436,0,1.205794,-55.108513,0,3472
124,40,31,32,1.205794,-55.108436,0,1.205794,-55.108435,0,3968
124,80,15,16,1.518310,-59.235878,0,1.520175,-57.779018,0,1984
124,80,17,18,1.518310,-59.235878,0,1.518814,-58.803217,0,2232
124,80,19,20,1.518310,-59.235878,0,1.518375,-59.170318,0,2480
124,80,21,22,1.518310,-59.235878,0,1.518288,-59.226070,0,2728
124,80,23,24,1.518310,-59.235878,0,1.518312,-59.236274,0,2976
124,80,25,26,1.518310,-59.235878,0,1.518310,-59.235935,0,3224
124,80,27,28,1.518310,-59.235878,0,1.518310,-59.235714,0,3472
124,80,31,32,1.518310,-59.235878,0,1.518310,-59.235861,0,3968
124,160,15,16,2.065011,-62.566687,0,2.065988,-60.619771,0,1984
124,160,17,18,2.065011,-62.566687,0,2.064938,-62.062013,0,2232
124,160,19,20,2.065011,-62.566687,0,2.065038,-62.442344,0,2480
124,160,21,22,2.065011,-62.566687,0,2.065014,-62.562888,0,2728
124,160,23,24,2.065011,-62.566687,0,2.065012,-62.559617,0,2976
124,160,25,26,2.065011,-62.566687,0,2.065012,-62.565372,0,3224
124,160,27,28,2.065011,-62.566687,0,2.065011,-62.566633,0,3472
124,160,31,32,2.065011,-62.566687,0,2.065011,-62.566700,0,3968
125,1,15,16,0.207128,-38.491782,0,0.207675,-38.358974,0,2000
125,1,17,18,0.207128,-38.491782,0,0.207335,-38.478622,0,2250
125,1,19,20,0.207128,-38.491782,0,0.207065,-38.488085,0,2500
125,1,21,22,0.207128,-38.491782,0,0.207141,-38.492868,0,2750
125,1,23,24,0.207128,-38.491782,0,0.207123,-38.491619,0,3000
125,1,25,26,0.207128,-38.491782,0,0.207128,-38.491814,0,3250
125,1,27,28,0.207128,-38.491782,0,0.207128,-38.491752,0,3500
125,1,31,32,0.207128,-38.491782,0,0.207128,-38.491783,0,4000
125,2,15,16,0.303517,-41.161456,0,0.306533,-41.019452,0,2000
125,2,17,18,0.303517,-41.161456,0,0.303862,-41.143738,0,2250
125,2,19,20,0.303517,-41.161456,0,0.303586,-41.168228,0,2500
125,2,21,22,0.303517,-41.161456,0,0.303519,-41.159114,0,2750
125,2,23,24,0.303517,-41.161456,0,0.303505,-41.160886,0,3000
125,2,25,26,0.303517,-41.161456,0,0.303516,-41.161440,0,3250
125,2,27,28,0.303517,-41.161456,0,0.303517,-41.161480,0,3500
125,2,31,32,0.303517,-41.161456,0,0.303517,-41.161458,0,4000
125,5,15,16,0.455721,-45.592172,0,0.457509,-45.298040,0,2000
125,5,17,18,0.455721,-45.592172,0,0.455990,-45.537261,0,2250
125,5,19,20,0.455721,-45.592172,0,0.455703,-45.589639,0,2500
125,5,21,22,0.455721,-45.592172,0,0.455724,-45.588213,0,2750
125,5,23,24,0.455721,-45.592172,0,0.455729,-45.592622,0,3000
125,5,25,26,0.455721,-45.592172,0,0.455722,-45.592365,0,3250
125,5,27,28,0.455721,-45.592172,0,0.455721,-45.592127,0,3500
125,5,31,32,0.455721,-45.592172,0,0.455721,-45.592167,0,4000
125,10,15,16,0.606942,-49.119935,0,0.609524,-48.589537,0,2000
125,10,17,18,0.606942,-49.119935,0,0.606934,-49.011267,0,2250
125,10,19,20,0.606942,-49.119935,0,0.606928,-49.107892,0,2500
125,10,21,22,0.606942,-49.119935,0,0.606980,-49.114026,0,2750
125,10,23,24,0.606942,-49.119935,0,0.606942,-49.120234,0,3000
125,10,25,26,0.606942,-49.119935,0,0.606943,-49.119684,0,3250
125,10,27,28,0.606942,-49.119935,0,0.606942,-49.119849,0,3500
125,10,31,32,0.606942,-49.119935,0,0.606942,-49.119928,0,4000
125,20,15,16,0.873826,-51.897318,0,0.874625,-51.519213,0,2000
125,20,17,18,0.873826,-51.897318,0,0.874051,-51.835194,0,2250
125,20,19,20,0.873826,-51.897318,0,0.873735,-51.872679,0,2500
125,20,21,22,0.873826,-51.897318,0,0.873864,-51.904481,0,2750
125,20,23,24,0.873826,-51.897318,0,0.873823,-51.895907,0,3000
125,20,25,26,0.873826,-51.897318,0,0.873826,-51.897549,0,3250
125,20,27,28,0.873826,-51.897318,0,0.873826,-51.897219,0,3500
125,20,31,32,0.873826,-51.897318,0,0.873826,-51.897305,0,4000
125,40,15,16,1.187899,-55.217943,0,1.188955,-54.508506,0,2000
125,40,17,18,1.187899,-55.217943,0,1.187797,-55.055148,0,2250
125,40,19,20,1.187899,-55.217943,0,1.187982,-55.284525,0,2500
125,40,21,22,1.187899,-55.217943,0,1.187909,-55.214752,0,2750
125,40,23,24,1.187899,-55.217943,0,1.187899,-55.218593,0,3000
125,40,25,26,1.187899,-55.217943,0,1.187900,-55.218211,0,3250
125,40,27,28,1.187899,-55.217943,0,1.187899,-55.218010,0,3500
125,40,31,32,1.187899,-55.217943,0,1.187899,-55.217940,0,4000
125,80,15,16,1.518177,-59.214863,0,1.519602,-57.854088,0,2000
125,80,17,18,1.518177,-59.214863,0,1.518315,-58.867784,0,2250
125,80,19,20,1.518177,-59.214863,0,1.518090,-59.152789,0,2500
125,80,21,22,1.518177,-59.214863,0,1.518153,-59.217834,0,2750
125,80,23,24,1.518177,-59.214863,0,1.518181,-59.215117,0,3000
125,80,25,26,1.518177,-59.214863,0,1.518178,-59.215582,0,3250
125,80,27,28,1.518177,-59.214863,0,1.518177,-59.214690,0,3500
125,80,31,32,1.518177,-59.214863,0,1.518177,-59.214872,0,4000
125,160,15,16,1.963911,-62.986390,0,1.965951,-60.686888,0,2000
125,160,17,18,1.963911,-62.986390,0,1.963809,-62.240227,0,2250
125,160,19,20,1.963911,-62.986390,0,1.963880,-62.881140,0,2500
125,160,21,22,1.963911,-62.986390,0,1.963901,-62.986545,0,2750
125,160,23,24,1.963911,-62.986390,0,1.963909,-62.989832,0,3000
125,160,25,26,1.963911,-62.986390,0,1.963910,-62.987115,0,3250
125,160,27,28,1.963911,-62.986390,0,1.963911,-62.985986,0,3500
125,160,31,32,1.963911,-62.986390,0,1.963911,-62.986403,0,4000
126,1,15,16,0.196011,-38.946536,0,0.197015,-38.854899,0,2016
126,1,17,18,0.196011,-38.946536,0,0.196265,-38.930627,0,2268
126,1,19,20,0.196011,-38.946536,0,0.196034,-38.947807,0,2520
126,1,21,22,0.196011,-38.946536,0,0.196001,-38.946507,0,2772
126,1,23,24,0.196011,-38.946536,0,0.196011,-38.946630,0,3024
126,1,25,26,0.196011,-38.946536,0,0.196010,-38.946577,0,3276
126,1,27,28,0.196011,-38.946536,0,0.196010,-38.946531,0,3528
126,1,31,32,0.196011,-38.946536,0,0.196011,-38.946535,0,4032
126,2,15,16,0.292150,-41.445366,0,0.294014,-41.275731,0,2016
126,2,17,18,0.292150,-41.445366,0,0.292203,-41.438294,0,2268
126,2,19,20,0.292150,-41.445366,0,0.292257,-41.454991,0,2520
126,2,21,22,0.292150,-41.445366,0,0.292137,-41.442056,0,2772
126,2,23,24,0.292150,-41.445366,0,0.292144,-41.445303,0,3024
126,2,25,26,0.292150,-41.445366,0,0.292148,-41.445275,0,3276
126,2,27,28,0.292150,-41.445366,0,0.292150,-41.445363,0,3528
126,2,31,32,0.292150,-41.445366,0,0.292150,-41.445365,0,4032
126,5,15,16,0.452899,-45.654139,0,0.454802,-45.388630,0,2016
126,5,17,18,0.452899,-45.654139,0,0.453043,-45.584341,0,2268
126,5,19,20,0.452899,-45.654139,0,0.452901,-45.647635,0,2520
126,5,21,22,0.452899,-45.654139,0,0.452907,-45.653812,0,2772
126,5,23,24,0.452899,-45.654139,0,0.452899,-45.653236,0,3024
126,5,25,26,0.452899,-45.654139,0,0.452898,-45.654133,0,3276
126,5,27,28,0.452899,-45.654139,0,0.452899,-45.654148,0,3528
126,5,31,32,0.452899,-45.654139,0,0.452899,-45.654139,0,4032
126,10,15,16,0.589543,-49.377275,0,0.588412,-48.917422,0,2016
126,10,17,18,0.589543,-49.377275,0,0.589768,-49.238969,0,2268
126,10,19,20,0.589543,-49.377275,0,0.589551,-49.363078,0,2520
126,10,21,22,0.589543,-49.377275,0,0.589512,-49.376030,0,2772
126,10,23,24,0.589543,-49.377275,0,0.589546,-49.377828,0,3024
126,10,25,26,0.589543,-49.377275,0,0.589545,-49.377024,0,3276
126,10,27,28,0.589543,-49.377275,0,0.589543,-49.377246,0,3528
126,10,31,32,0.589543,-49.377275,0,0.589543,-49.377276,0,4032
126,20,15,16,0.833850,-52.254042,0,0.833859,-51.626565,0,2016
126,20,17,18,0.833850,-52.254042,0,0.833748,-52.220937,0,2268
126,20,19,20,0.833850,-52.254042,0,0.833896,-52.225405,0,2520
126,20,21,22,0.833850,-52.254042,0,0.833870,-52.252307,0,2772
126,20,23,24,0.833850,-52.254042,0,0.833852,-52.252659,0,3024
126,20,25,26,0.833850,-52.254042,0,0.833850,-52.254230,0,3276
126,20,27,28,0.833850,-52.254042,0,0.833850,-52.254064,0,3528
126,20,31,32,0.833850,-52.254042,0,0.833850,-52.254048,0,4032
126,40,15,16,1.160272,-55.447182,0,1.162277,-54.584639,0,2016
126,40,17,18,1.160272,-55.447182,0,1.160532,-55.155785,0,2268
126,40,19,20,1.160272,-55.447182,0,1.160186,-55.490500,0,2520
126,40,21,22,1.160272,-55.447182,0,1.160265,-55.432955,0,2772
126,40,23,24,1.160272,-55.447182,0,1.160275,-55.443302,0,3024
126,40,25,26,1.160272,-55.447182,0,1.160272,-55.447305,0,3276
126,40,27,28,1.160272,-55.447182,0,1.160272,-55.446976,0,3528
126,40,31,32,1.160272,-55.447182,0,1.160272,-55.447184,0,4032
126,80,15,16,1.512496,-59.254552,0,1.510825,-57.599336,0,2016
126,80,17,18,1.512496,-59.254552,0,1.512860,-58.862767,0,2268
126,80,19,20,1.512496,-59.254552,0,1.512675,-59.149321,0,2520
126,80,21,22,1.512496,-59.254552,0,1.512508,-59.268418,0,2772
126,80,23,24,1.512496,-59.254552,0,1.512496,-59.250535,0,3024
126,80,25,26,1.512496,-59.254552,0,1.512497,-59.255389,0,3276
126,80,27,28,1.512496,-59.254552,0,1.512496,-59.254831,0,3528
126,80,31,32,1.512496,-59.254552,0,1.512496,-59.254569,0,4032
126,160,15,16,1.877300,-63.399009,0,1.876982,-60.246128,0,2016
126,160,17,18,1.877300,-63.399009,0,1.876700,-62.801628,0,2268
126,160,19,20,1.877300,-63.399009,0,1.877325,-63.250209,0,2520
126,160,21,22,1.877300,-63.399009,0,1.877290,-63.398477,0,2772
126,160,23,24,1.877300,-63.399009,0,1.877301,-63.399165,0,3024
126,160,25,26,1.877300,-63.399009,0,1.877300,-63.399909,0,3276
126,160,27,28,1.877300,-63.399009,0,1.877300,-63.398979,0,3528
126,160,31,32,1.877300,-63.399009,0,1.877300,-63.399018,0,4032
127,1,15,16,0.187471,-39.341062,0,0.189203,-39.254525,0,2032
127,1,17,18,0.187471,-39.341062,0,0.187836,-39.303817,0,2286
127,1,19,20,0.187471,-39.341062,0,0.187627,-39.329998,0,2540
127,1,21,22,0.187471,-39.341062,0,0.187477,-39.342974,0,2794
127,1,23,24,0.187471,-39.341062,0,0.187473,-39.340933,0,3048
127,1,25,26,0.187471,-39.341062,0,0.187470,-39.341103,0,3302
127,1,27,28,0.187471,-39.341062,0,0.187471,-39.341055,0,3556
127,1,31,32,0.187471,-39.341062,0,0.187471,-39.341061,0,4064
127,2,15,16,0.279551,-41.829107,0,0.282200,-41.707898,0,2032
127,2,17,18,0.279551,-41.829107,0,0.279651,-41.850469,0,2286
127,2,19,20,0.279551,-41.829107,0,0.279532,-41.822026,0,2540
127,2,21,22,0.279551,-41.829107,0,0.279575,-41.828748,0,2794
127,2,23,24,0.279551,-41.829107,0,0.279550,-41.829134,0,3048
127,2,25,26,0.279551,-41.829107,0,0.279549,-41.829031,0,3302
127,2,27,28,0.279551,-41.829107,0,0.279551,-41.829091,0,3556
127,2,31,32,0.279551,-41.829107,0,0.279551,-41.829107,0,4064
127,5,15,16,0.446267,-45.756581,0,0.447414,-45.376135,0,2032
127,5,17,18,0.446267,-45.756581,0,0.446451,-45.738250,0,2286
127,5,19,20,0.446267,-45.756581,0,0.446129,-45.744195,0,2540
127,5,21,22,0.446267,-45.756581,0,0.446305,-45.755526,0,2794
127,5,23,24,0.446267,-45.756581,0,0.446272,-45.757500,0,3048
127,5,25,26,0.446267,-45.756581,0,0.446267,-45.756899,0,3302
127,5,27,28,0.446267,-45.756581,0,0.446267,-45.756564,0,3556
127,5,31,32,0.446267,-45.756581,0,0.446267,-45.756580,0,4064
127,10,15,16,0.589775,-49.356781,0,0.590010,-48.871973,0,2032
127,10,17,18,0.589775,-49.356781,0,0.590253,-49.243582,0,2286
127,10,19,20,0.589775,-49.356781,0,0.589747,-49.349640,0,2540
127,10,21,22,0.589775,-49.356781,0,0.589766,-49.356121,0,2794
127,10,23,24,0.589775,-49.356781,0,0.589782,-49.359732,0,3048
127,10,25,26,0.589775,-49.356781,0,0.589775,-49.356702,0,3302
127,10,27,28,0.589775,-49.356781,0,0.589774,-49.356833,0,3556
127,10,31,32,0.589775,-49.356781,0,0.589775,-49.356787,0,4064
127,20,15,16,0.792582,-52.696752,0,0.793572,-52.100300,0,2032
127,20,17,18,0.792582,-52.696752,0,0.792366,-52.608063,0,2286
127,20,19,20,0.792582,-52.696752,0,0.792425,-52.692040,0,2540
127,20,21,22,0.792582,-52.696752,0,0.792580,-52.690698,0,2794
127,20,23,24,0.792582,-52.696752,0,0.792588,-52.698977,0,3048
127,20,25,26,0.792582,-52.696752,0,0.792582,-52.696183,0,3302
127,20,27,28,0.792582,-52.696752,0,0.792583,-52.696653,0,3556
127,20,31,32,0.792582,-52.696752,0,0.792582,-52.696748,0,4064
127,40,15,16,1.123527,-55.737893,0,1.124090,-54.662822,0,2032
127,40,17,18,1.123527,-55.737893,0,1.123133,-55.462971,0,2286
127,40,19,20,1.123527,-55.737893,0,1.123543,-55.704490,0,2540
127,40,21,22,1.123527,-55.737893,0,1.123513,-55.734730,0,2794
